codigo,ano
A01K85/14,2006
A01K85/16,2006
A01K85/18,2006
A01K87/00,2006
A01K87/02,2006
A01K87/04,2006
A01K87/06,2006
A01K87/08,2006
A01K89/00,2006
A01K89/01,2006
A01K89/012,2006
A01K89/015,2006
A01K89/0155,2006
A01K89/016,2006
A01K89/0165,2006
A01K89/017,2006
A01K89/02,2006
A01K89/027,2006
A01K89/033,2006
A01K89/06,2006
A01K89/08,2006
A01K9/00,2006
A01K91/00,2006
A01K91/02,2006
A01K91/03,2006
A01K91/04,2006
A01K91/047,2006
A01K91/053,2006
A01K91/06,2006
A01K91/08,2006
A01K91/10,2006
A01K91/12,2006
A01K91/14,2006
A01K91/16,2006
A01K91/18,2006
A01K91/20,2006
A01K93/00,2006
A01K93/02,2006
A01K95/00,2006
A01K95/02,2006
A01K97/00,2006
A01K97/01,2006
A01K97/02,2006
A01K97/04,2006
A01K97/05,2006
A01K97/06,2006
A01K97/08,2006
A01K97/10,2006
A01K97/11,2006
A01K97/12,2006
A01K97/14,2006
A01K97/16,2006
A01K97/18,2006
A01K97/20,2006
A01K97/22,2006
A01K97/24,2006
A01K97/26,2006
A01K97/28,2006
A01K99/00,2006
A01L1/00,2006
A01L1/02,2006
A01L1/04,2006
A01L11/00,2006
A01L13/00,2006
A01L15/00,2006
A01L3/00,2006
A01L3/02,2006
A01L3/04,2006
A01L3/06,2006
A01L5/00,2006
A01L7/00,2006
A01L7/02,2006
A01L7/04,2006
A01L7/06,2006
A01L7/08,2006
A01L7/10,2006
A01L9/00,2006
A01M1/00,2006
A01M1/02,2006
A01M1/04,2006
A01M1/06,2006
A01M1/08,2006
A01M1/10,2006
A01M1/12,2006
A01M1/14,2006
A01M1/16,2006
A01M1/18,2006
A01M1/20,2006
A01M1/22,2006
A01M1/24,2006
A01M11/00,2006
A01M13/00,2006
A01M15/00,2006
A01M17/00,2006
A01M19/00,2006
A01M21/00,2006
A01M21/02,2006
A01M21/04,2006
A01M23/00,2006
A01M23/02,2006
A01M23/04,2006
A01M23/06,2006
A01M23/08,2006
A01M23/10,2006
A01M23/12,2006
A01M23/14,2006
A01M23/16,2006
A01M23/18,2006
A01M23/20,2006
A01M23/22,2006
A01M23/24,2006
A01M23/26,2006
A01M23/28,2006
A01M23/30,2006
A01M23/32,2006
A01M23/34,2006
A01M23/36,2006
A01M23/38,2006
A01M25/00,2006
A01M27/00,2006
A01M29/00,2011
A01M29/06,2011
A01M29/08,2011
A01M29/10,2011
A01M29/12,2011
A01M29/14,2011
A01M29/16,2011
A01M29/18,2011
A01M29/20,2011
A01M29/22,2011
A01M29/24,2011
A01M29/26,2011
A01M29/28,2011
A01M29/30,2011
A01M29/32,2011
A01M29/34,2011
A01M3/00,2006
A01M3/02,2006
A01M3/04,2006
A01M31/00,2006
A01M31/02,2006
A01M31/04,2006
A01M31/06,2006
A01M5/00,2006
A01M5/02,2006
A01M5/04,2006
A01M5/06,2006
A01M5/08,2006
A01M7/00,2006
A01M9/00,2006
A01M99/00,2006
A01N1/00,2006
A01N1/02,2025
A01N1/10,2025
A01N1/12,2025
A01N1/122,2025
A01N1/125,2025
A01N1/126,2025
A01N1/128,2025
A01N1/14,2025
A01N1/142,2025
A01N1/143,2025
A01N1/144,2025
A01N1/145,2025
A01N1/146,2025
A01N1/147,2025
A01N1/148,2025
A01N1/16,2025
A01N1/162,2025
A01N1/165,2025
A01N1/168,2025
A01N25/00,2006
A01N25/00,2020
A01N25/02,2006
A01N25/04,2006
A01N25/08,2006
A01N25/10,2006
A01N25/12,2006
A01N25/14,2006
A01N25/16,2006
A01N25/18,2006
A01N25/20,2006
A01N25/22,2006
A01N25/24,2006
A01N25/26,2006
A01N25/28,2006
A01N25/30,2006
A01N25/32,2006
A01N25/34,2006
A01N27/00,2006
A01N29/00,2006
A01N29/02,2006
A01N29/04,2006
A01N29/06,2006
A01N29/08,2006
A01N29/10,2006
A01N29/12,2006
A01N3/00,2006
A01N3/02,2006
A01N3/04,2006
A01N31/00,2006
A01N31/02,2006
A01N31/04,2006
A01N31/06,2006
A01N31/08,2006
A01N31/10,2006
A01N31/12,2006
A01N31/14,2006
A01N31/16,2006
A01N33/00,2006
A01N33/02,2006
